,date,title,point
3050,20190110,도어락,6.31
3051,20190110,PMC: 더 벙커,5.35
3052,20190110,두 개의 문,5.15
3053,20190111,그린 북,9.7
3054,20190111,보헤미안 랩소디,9.48
3055,20190111,폴란드로 간 아이들,9.42
3056,20190111,헌터 킬러,9.41
3057,20190111,극장판 공룡메카드: 타이니소어의 섬,9.34
3058,20190111,스파이더맨: 뉴 유니버스,9.25
3059,20190111,킹 오브 프리즘 프라이드 더 히어로,9.21
3060,20190111,러빙 빈센트,9.2
3061,20190111,점박이 한반도의 공룡2 : 새로운 낙원,9.18
3062,20190111,바울,9.17
3063,20190111,킹 오브 프리즘,9.17
3064,20190111,스타 이즈 본,9.15
3065,20190111,타샤 튜더,9.14
3066,20190111,인생 후르츠,9.14
3067,20190111,로마,9.1
3068,20190111,극장판 포켓몬스터 모두의 이야기,9.08
3069,20190111,어거스트 러쉬,9.0
3070,20190111,카메라를 멈추면 안 돼!,9.0
3071,20190111,내안의 그놈,8.98
3072,20190111,말모이,8.88
3073,20190111,주먹왕 랄프 2: 인터넷 속으로,8.78
3074,20190111,김광석,8.72
3075,20190111,브로크백 마운틴,8.68
3076,20190111,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.64
3077,20190111,캐롤,8.54
3078,20190111,영주,8.52
3079,20190111,스윙키즈,8.5
3080,20190111,아쿠아맨,8.38
3081,20190111,그랜드 부다페스트 호텔,8.38
3082,20190111,그린치,8.36
3083,20190111,국가부도의 날,8.19
3084,20190111,범블비,8.16
3085,20190111,부탁 하나만 들어줘,7.88
3086,20190111,호두까기 인형과 4개의 왕국,7.4
3087,20190111,군산: 거위를 노래하다,6.99
3088,20190111,마약왕,6.61
3089,20190111,언니,6.58
3090,20190111,도어락,6.31
3091,20190111,PMC: 더 벙커,5.35
3092,20190111,두 개의 문,5.15
3093,20190112,그린 북,9.73
3094,20190112,보헤미안 랩소디,9.48
3095,20190112,폴란드로 간 아이들,9.43
3096,20190112,헌터 킬러,9.41
3097,20190112,극장판 공룡메카드: 타이니소어의 섬,9.26
3098,20190112,스파이더맨: 뉴 유니버스,9.25
3099,20190112,킹 오브 프리즘 프라이드 더 히어로,9.21
3100,20190112,러빙 빈센트,9.21
3101,20190112,점박이 한반도의 공룡2 : 새로운 낙원,9.18
3102,20190112,킹 오브 프리즘,9.17
3103,20190112,바울,9.17
3104,20190112,스타 이즈 본,9.15
3105,20190112,타샤 튜더,9.14
3106,20190112,인생 후르츠,9.13
3107,20190112,로마,9.1
3108,20190112,극장판 포켓몬스터 모두의 이야기,9.07
3109,20190112,말모이,9.0
3110,20190112,어거스트 러쉬,9.0
3111,20190112,카메라를 멈추면 안 돼!,9.0
3112,20190112,내안의 그놈,8.98
3113,20190112,주먹왕 랄프 2: 인터넷 속으로,8.77
3114,20190112,김광석,8.72
3115,20190112,브로크백 마운틴,8.68
3116,20190112,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.62
3117,20190112,캐롤,8.54
3118,20190112,스윙키즈,8.5
3119,20190112,영주,8.49
3120,20190112,아쿠아맨,8.38
3121,20190112,그랜드 부다페스트 호텔,8.38
3122,20190112,그린치,8.36
3123,20190112,국가부도의 날,8.18
3124,20190112,범블비,8.16
3125,20190112,부탁 하나만 들어줘,7.88
3126,20190112,호두까기 인형과 4개의 왕국,7.4
3127,20190112,군산: 거위를 노래하다,6.99
3128,20190112,마약왕,6.58
3129,20190112,언니,6.58
3130,20190112,도어락,6.31
3131,20190112,PMC: 더 벙커,5.35
3132,20190112,두 개의 문,5.15
3133,20190113,그린 북,9.7
3134,20190113,보헤미안 랩소디,9.48
3135,20190113,폴란드로 간 아이들,9.42
3136,20190113,헌터 킬러,9.41
3137,20190113,스파이더맨: 뉴 유니버스,9.25
3138,20190113,극장판 공룡메카드: 타이니소어의 섬,9.22
3139,20190113,킹 오브 프리즘 프라이드 더 히어로,9.21
3140,20190113,러빙 빈센트,9.2
3141,20190113,점박이 한반도의 공룡2 : 새로운 낙원,9.18
3142,20190113,바울,9.17
3143,20190113,킹 오브 프리즘,9.16
3144,20190113,스타 이즈 본,9.15
3145,20190113,인생 후르츠,9.15
3146,20190113,타샤 튜더,9.14
3147,20190113,로마,9.1
3148,20190113,극장판 포켓몬스터 모두의 이야기,9.06
3149,20190113,말모이,9.05
3150,20190113,카메라를 멈추면 안 돼!,9.0
3151,20190113,어거스트 러쉬,9.0
3152,20190113,내안의 그놈,8.96
3153,20190113,주먹왕 랄프 2: 인터넷 속으로,8.77
3154,20190113,김광석,8.72
3155,20190113,브로크백 마운틴,8.68
3156,20190113,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.6
3157,20190113,캐롤,8.54
3158,20190113,스윙키즈,8.5
3159,20190113,영주,8.45
3160,20190113,아쿠아맨,8.38
3161,20190113,그랜드 부다페스트 호텔,8.38
3162,20190113,그린치,8.36
3163,20190113,국가부도의 날,8.18
3164,20190113,범블비,8.17
3165,20190113,부탁 하나만 들어줘,7.88
3166,20190113,호두까기 인형과 4개의 왕국,7.39
3167,20190113,군산: 거위를 노래하다,6.96
3168,20190113,언니,6.58
3169,20190113,마약왕,6.56
3170,20190113,도어락,6.3
3171,20190113,PMC: 더 벙커,5.34
3172,20190114,그린 북,9.7
3173,20190114,보헤미안 랩소디,9.48
3174,20190114,폴란드로 간 아이들,9.42
3175,20190114,헌터 킬러,9.41
3176,20190114,스파이더맨: 뉴 유니버스,9.25
3177,20190114,킹 오브 프리즘 프라이드 더 히어로,9.21
3178,20190114,러빙 빈센트,9.2
3179,20190114,극장판 공룡메카드: 타이니소어의 섬,9.19
3180,20190114,점박이 한반도의 공룡2 : 새로운 낙원,9.18
3181,20190114,바울,9.17
3182,20190114,킹 오브 프리즘,9.16
3183,20190114,스타 이즈 본,9.15
3184,20190114,인생 후르츠,9.14
3185,20190114,타샤 튜더,9.14
3186,20190114,로마,9.09
3187,20190114,극장판 포켓몬스터 모두의 이야기,9.06
3188,20190114,말모이,9.04
3189,20190114,비긴 어게인,9.02
3190,20190114,카메라를 멈추면 안 돼!,9.0
3191,20190114,내안의 그놈,8.92
3192,20190114,소공녀,8.87
3193,20190114,주먹왕 랄프 2: 인터넷 속으로,8.76
3194,20190114,김광석,8.72
3195,20190114,브로크백 마운틴,8.68
3196,20190114,라라랜드,8.59
3197,20190114,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.59
3198,20190114,캐롤,8.54
3199,20190114,스윙키즈,8.5
3200,20190114,영주,8.46
3201,20190114,티파니에서 아침을,8.4
3202,20190114,아쿠아맨,8.38
3203,20190114,그랜드 부다페스트 호텔,8.38
3204,20190114,그린치,8.35
3205,20190114,국가부도의 날,8.18
3206,20190114,범블비,8.17
3207,20190114,부탁 하나만 들어줘,7.89
3208,20190114,호두까기 인형과 4개의 왕국,7.39
3209,20190114,군산: 거위를 노래하다,6.96
3210,20190114,언니,6.57
3211,20190114,마약왕,6.55
3212,20190114,도어락,6.3
3213,20190114,PMC: 더 벙커,5.34
3214,20190115,그린 북,9.68
3215,20190115,보헤미안 랩소디,9.48
3216,20190115,폴란드로 간 아이들,9.42
3217,20190115,헌터 킬러,9.4
3218,20190115,스파이더맨: 뉴 유니버스,9.26
3219,20190115,러빙 빈센트,9.2
3220,20190115,극장판 공룡메카드: 타이니소어의 섬,9.19
3221,20190115,점박이 한반도의 공룡2 : 새로운 낙원,9.17
3222,20190115,바울,9.17
3223,20190115,스타 이즈 본,9.15
3224,20190115,인생 후르츠,9.14
3225,20190115,타샤 튜더,9.14
3226,20190115,로마,9.1
3227,20190115,극장판 포켓몬스터 모두의 이야기,9.05
3228,20190115,말모이,9.04
3229,20190115,카메라를 멈추면 안 돼!,9.0
3230,20190115,어거스트 러쉬,9.0
3231,20190115,내안의 그놈,8.87
3232,20190115,소공녀,8.87
3233,20190115,주먹왕 랄프 2: 인터넷 속으로,8.77
3234,20190115,김광석,8.72
3235,20190115,브로크백 마운틴,8.68
3236,20190115,악마는 프라다를 입는다,8.66
3237,20190115,라라랜드,8.59
3238,20190115,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.55
3239,20190115,캐롤,8.54
3240,20190115,스윙키즈,8.5
3241,20190115,영주,8.45
3242,20190115,티파니에서 아침을,8.4
3243,20190115,아쿠아맨,8.38
3244,20190115,그랜드 부다페스트 호텔,8.38
3245,20190115,그린치,8.35
3246,20190115,국가부도의 날,8.18
3247,20190115,범블비,8.17
3248,20190115,죄 많은 소녀,8.06
3249,20190115,부탁 하나만 들어줘,7.89
3250,20190115,호두까기 인형과 4개의 왕국,7.4
3251,20190115,군산: 거위를 노래하다,6.96
3252,20190115,마약왕,6.54
3253,20190115,언니,6.35
3254,20190115,도어락,6.28
3255,20190115,PMC: 더 벙커,5.34
3256,20190116,그린 북,9.66
3257,20190116,보헤미안 랩소디,9.48
3258,20190116,폴란드로 간 아이들,9.42
3259,20190116,헌터 킬러,9.4
3260,20190116,스파이더맨: 뉴 유니버스,9.26
3261,20190116,러빙 빈센트,9.2
3262,20190116,극장판 공룡메카드: 타이니소어의 섬,9.18
3263,20190116,점박이 한반도의 공룡2 : 새로운 낙원,9.18
3264,20190116,바울,9.17
3265,20190116,스타 이즈 본,9.15
3266,20190116,인생 후르츠,9.14
3267,20190116,타샤 튜더,9.14
3268,20190116,로마,9.1
3269,20190116,말모이,9.04
3270,20190116,극장판 포켓몬스터 모두의 이야기,9.04
3271,20190116,어거스트 러쉬,9.0
3272,20190116,카메라를 멈추면 안 돼!,8.99
3273,20190116,소공녀,8.87
3274,20190116,내안의 그놈,8.85
3275,20190116,주먹왕 랄프 2: 인터넷 속으로,8.77
3276,20190116,김광석,8.72
3277,20190116,악마는 프라다를 입는다,8.66
3278,20190116,라라랜드,8.59
3279,20190116,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.52
3280,20190116,스윙키즈,8.5
3281,20190116,영주,8.45
3282,20190116,티파니에서 아침을,8.4
3283,20190116,아쿠아맨,8.38
3284,20190116,그랜드 부다페스트 호텔,8.38
3285,20190116,그린치,8.36
3286,20190116,국가부도의 날,8.18
3287,20190116,범블비,8.17
3288,20190116,죄 많은 소녀,8.06
3289,20190116,부탁 하나만 들어줘,7.88
3290,20190116,군산: 거위를 노래하다,6.96
3291,20190116,마약왕,6.53
3292,20190116,도어락,6.28
3293,20190116,언니,6.12
3294,20190116,PMC: 더 벙커,5.33
3295,20190117,그린 북,9.66
3296,20190117,언더독,9.56
3297,20190117,보헤미안 랩소디,9.47
3298,20190117,폴란드로 간 아이들,9.43
3299,20190117,헌터 킬러,9.4
3300,20190117,스파이더맨: 뉴 유니버스,9.26
3301,20190117,러빙 빈센트,9.2
3302,20190117,극장판 공룡메카드: 타이니소어의 섬,9.18
3303,20190117,점박이 한반도의 공룡2 : 새로운 낙원,9.18
3304,20190117,바울,9.17
3305,20190117,스타 이즈 본,9.15
3306,20190117,인생 후르츠,9.15
3307,20190117,타샤 튜더,9.14
3308,20190117,로마,9.1
3309,20190117,극장판 포켓몬스터 모두의 이야기,9.04
3310,20190117,말모이,9.04
3311,20190117,어거스트 러쉬,9.0
3312,20190117,디어 헌터,8.89
3313,20190117,소공녀,8.87
3314,20190117,내안의 그놈,8.81
3315,20190117,주먹왕 랄프 2: 인터넷 속으로,8.76
3316,20190117,악마는 프라다를 입는다,8.66
3317,20190117,라라랜드,8.59
3318,20190117,스윙키즈,8.5
3319,20190117,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.48
3320,20190117,영주,8.43
3321,20190117,티파니에서 아침을,8.4
3322,20190117,아쿠아맨,8.38
3323,20190117,그랜드 부다페스트 호텔,8.38
3324,20190117,그린치,8.36
3325,20190117,국가부도의 날,8.18
3326,20190117,범블비,8.17
3327,20190117,죄 많은 소녀,8.06
3328,20190117,글래스,7.91
3329,20190117,부탁 하나만 들어줘,7.87
3330,20190117,군산: 거위를 노래하다,6.97
3331,20190117,마약왕,6.52
3332,20190117,도어락,6.28
3333,20190117,언니,6.02
3334,20190117,PMC: 더 벙커,5.32
3335,20190118,그린 북,9.67
3336,20190118,언더독,9.53
3337,20190118,보헤미안 랩소디,9.47
3338,20190118,폴란드로 간 아이들,9.43
3339,20190118,헌터 킬러,9.4
3340,20190118,스파이더맨: 뉴 유니버스,9.26
3341,20190118,러빙 빈센트,9.21
3342,20190118,극장판 공룡메카드: 타이니소어의 섬,9.19
3343,20190118,점박이 한반도의 공룡2 : 새로운 낙원,9.18
3344,20190118,바울,9.17
3345,20190118,인생 후르츠,9.15
3346,20190118,스타 이즈 본,9.15
3347,20190118,타샤 튜더,9.14
3348,20190118,로마,9.1
3349,20190118,극장판 포켓몬스터 모두의 이야기,9.03
3350,20190118,말모이,9.02
3351,20190118,어거스트 러쉬,9.0
3352,20190118,디어 헌터,8.89
3353,20190118,소공녀,8.87
3354,20190118,내안의 그놈,8.79
3355,20190118,주먹왕 랄프 2: 인터넷 속으로,8.76
3356,20190118,라라랜드,8.59
3357,20190118,스윙키즈,8.48
3358,20190118,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.45
3359,20190118,영주,8.44
3360,20190118,티파니에서 아침을,8.4
3361,20190118,아쿠아맨,8.38
3362,20190118,그랜드 부다페스트 호텔,8.38
3363,20190118,그린치,8.36
3364,20190118,범블비,8.18
3365,20190118,국가부도의 날,8.18
3366,20190118,죄 많은 소녀,8.06
3367,20190118,글래스,7.96
3368,20190118,부탁 하나만 들어줘,7.86
3369,20190118,군산: 거위를 노래하다,6.96
3370,20190118,마약왕,6.52
3371,20190118,도어락,6.27
3372,20190118,미래의 미라이,6.04
3373,20190118,언니,5.95
3374,20190118,PMC: 더 벙커,5.32
3375,20190119,그린 북,9.67
3376,20190119,언더독,9.52
3377,20190119,보헤미안 랩소디,9.47
3378,20190119,폴란드로 간 아이들,9.43
3379,20190119,헌터 킬러,9.4
3380,20190119,스파이더맨: 뉴 유니버스,9.26
3381,20190119,러빙 빈센트,9.21
3382,20190119,극장판 공룡메카드: 타이니소어의 섬,9.19
3383,20190119,점박이 한반도의 공룡2 : 새로운 낙원,9.18
3384,20190119,바울,9.17
3385,20190119,스타 이즈 본,9.15
3386,20190119,타샤 튜더,9.14
3387,20190119,인생 후르츠,9.14
3388,20190119,로마,9.1
3389,20190119,극장판 포켓몬스터 모두의 이야기,9.03
3390,20190119,말모이,9.03
3391,20190119,어거스트 러쉬,9.0
3392,20190119,디어 헌터,8.89
3393,20190119,소공녀,8.87
3394,20190119,내안의 그놈,8.78
3395,20190119,주먹왕 랄프 2: 인터넷 속으로,8.76
3396,20190119,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.46
3397,20190119,스윙키즈,8.45
3398,20190119,영주,8.44
3399,20190119,티파니에서 아침을,8.4
3400,20190119,아쿠아맨,8.38
3401,20190119,그랜드 부다페스트 호텔,8.38
3402,20190119,그린치,8.36
3403,20190119,국가부도의 날,8.18
3404,20190119,범블비,8.17
3405,20190119,죄 많은 소녀,8.06
3406,20190119,그대 이름은 장미,7.94
3407,20190119,글래스,7.93
3408,20190119,부탁 하나만 들어줘,7.86
3409,20190119,군산: 거위를 노래하다,6.95
3410,20190119,마약왕,6.51
3411,20190119,도어락,6.27
3412,20190119,미래의 미라이,6.1
3413,20190119,언니,5.9
3414,20190119,PMC: 더 벙커,5.32
3415,20190120,그린 북,9.67
3416,20190120,보헤미안 랩소디,9.47
3417,20190120,언더독,9.46
3418,20190120,폴란드로 간 아이들,9.43
3419,20190120,헌터 킬러,9.39
3420,20190120,스파이더맨: 뉴 유니버스,9.26
3421,20190120,러빙 빈센트,9.21
3422,20190120,극장판 공룡메카드: 타이니소어의 섬,9.18
3423,20190120,바울,9.17
3424,20190120,점박이 한반도의 공룡2 : 새로운 낙원,9.17
3425,20190120,스타 이즈 본,9.15
3426,20190120,인생 후르츠,9.14
3427,20190120,로마,9.1
3428,20190120,말모이,9.05
3429,20190120,극장판 포켓몬스터 모두의 이야기,9.03
3430,20190120,디어 헌터,8.89
3431,20190120,소공녀,8.87
3432,20190120,주먹왕 랄프 2: 인터넷 속으로,8.76
3433,20190120,내안의 그놈,8.76
3434,20190120,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.45
3435,20190120,스윙키즈,8.44
3436,20190120,영주,8.44
3437,20190120,아쿠아맨,8.38
3438,20190120,그랜드 부다페스트 호텔,8.38
3439,20190120,그린치,8.36
3440,20190120,국가부도의 날,8.17
3441,20190120,범블비,8.16
3442,20190120,죄 많은 소녀,8.06
3443,20190120,그대 이름은 장미,7.99
3444,20190120,부탁 하나만 들어줘,7.85
3445,20190120,글래스,7.75
3446,20190120,군산: 거위를 노래하다,6.95
3447,20190120,마약왕,6.51
3448,20190120,도어락,6.26
3449,20190120,미래의 미라이,6.12
3450,20190120,언니,5.82
3451,20190120,PMC: 더 벙커,5.32
3452,20190121,그린 북,9.67
3453,20190121,언더독,9.48
3454,20190121,보헤미안 랩소디,9.46
3455,20190121,폴란드로 간 아이들,9.43
3456,20190121,헌터 킬러,9.4
3457,20190121,스파이더맨: 뉴 유니버스,9.26
3458,20190121,러빙 빈센트,9.21
3459,20190121,극장판 공룡메카드: 타이니소어의 섬,9.19
3460,20190121,바울,9.17
3461,20190121,점박이 한반도의 공룡2 : 새로운 낙원,9.17
3462,20190121,스타 이즈 본,9.15
3463,20190121,인생 후르츠,9.14
3464,20190121,로마,9.1
3465,20190121,말모이,9.04
3466,20190121,극장판 포켓몬스터 모두의 이야기,9.04
3467,20190121,소공녀,8.87
3468,20190121,주먹왕 랄프 2: 인터넷 속으로,8.77
3469,20190121,내안의 그놈,8.74
3470,20190121,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.46
3471,20190121,영주,8.43
3472,20190121,스윙키즈,8.43
3473,20190121,아쿠아맨,8.39
3474,20190121,그린치,8.36
3475,20190121,국가부도의 날,8.17
3476,20190121,범블비,8.14
3477,20190121,죄 많은 소녀,8.07
3478,20190121,그대 이름은 장미,7.9
3479,20190121,부탁 하나만 들어줘,7.85
3480,20190121,글래스,7.71
3481,20190121,군산: 거위를 노래하다,6.91
3482,20190121,마약왕,6.5
3483,20190121,도어락,6.26
3484,20190121,미래의 미라이,6.12
3485,20190121,언니,5.8
3486,20190121,PMC: 더 벙커,5.32
3487,20190122,그린 북,9.67
3488,20190122,언더독,9.49
3489,20190122,보헤미안 랩소디,9.46
3490,20190122,폴란드로 간 아이들,9.43
3491,20190122,헌터 킬러,9.39
3492,20190122,스파이더맨: 뉴 유니버스,9.26
3493,20190122,어느 가족,9.23
3494,20190122,러빙 빈센트,9.21
3495,20190122,극장판 공룡메카드: 타이니소어의 섬,9.18
3496,20190122,바울,9.17
3497,20190122,점박이 한반도의 공룡2 : 새로운 낙원,9.17
3498,20190122,스타 이즈 본,9.15
3499,20190122,인생 후르츠,9.14
3500,20190122,로마,9.1
3501,20190122,극장판 포켓몬스터 모두의 이야기,9.04
3502,20190122,말모이,9.04
3503,20190122,소공녀,8.87
3504,20190122,주먹왕 랄프 2: 인터넷 속으로,8.77
3505,20190122,내안의 그놈,8.73
3506,20190122,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.45
3507,20190122,영주,8.44
3508,20190122,스윙키즈,8.43
3509,20190122,아쿠아맨,8.39
3510,20190122,국가부도의 날,8.17
3511,20190122,범블비,8.13
3512,20190122,B급 며느리,8.12
3513,20190122,죄 많은 소녀,8.07
3514,20190122,그대 이름은 장미,7.92
3515,20190122,부탁 하나만 들어줘,7.85
3516,20190122,글래스,7.68
3517,20190122,마약왕,6.5
3518,20190122,도어락,6.25
3519,20190122,미래의 미라이,6.12
3520,20190122,언니,5.76
3521,20190122,PMC: 더 벙커,5.32
3522,20190122,혈투,5.25
3523,20190123,그린 북,9.67
3524,20190123,언더독,9.49
3525,20190123,보헤미안 랩소디,9.46
3526,20190123,폴란드로 간 아이들,9.43
3527,20190123,헌터 킬러,9.39
3528,20190123,스파이더맨: 뉴 유니버스,9.26
3529,20190123,어느 가족,9.23
3530,20190123,러빙 빈센트,9.21
3531,20190123,라디오 스타,9.19
3532,20190123,극장판 공룡메카드: 타이니소어의 섬,9.18
3533,20190123,바울,9.18
3534,20190123,점박이 한반도의 공룡2 : 새로운 낙원,9.17
3535,20190123,스타 이즈 본,9.15
3536,20190123,인생 후르츠,9.13
3537,20190123,미쓰백,9.11
3538,20190123,로마,9.11
3539,20190123,극장판 포켓몬스터 모두의 이야기,9.04
3540,20190123,말모이,9.04
3541,20190123,왕의 남자,9.03
3542,20190123,극한직업,8.92
3543,20190123,서치,8.9
3544,20190123,주먹왕 랄프 2: 인터넷 속으로,8.76
3545,20190123,내안의 그놈,8.71
3546,20190123,영주,8.44
3547,20190123,스윙키즈,8.42
3548,20190123,아쿠아맨,8.39
3549,20190123,국가부도의 날,8.17
3550,20190123,범블비,8.13
3551,20190123,B급 며느리,8.12
3552,20190123,박열,8.09
3553,20190123,죄 많은 소녀,8.05
3554,20190123,그대 이름은 장미,7.91
3555,20190123,부탁 하나만 들어줘,7.85
3556,20190123,사울의 아들,7.83
3557,20190123,글래스,7.68
3558,20190123,군산: 거위를 노래하다,6.9
3559,20190123,마약왕,6.5
3560,20190123,도어락,6.25
3561,20190123,미래의 미라이,6.1
3562,20190123,언니,5.76
3563,20190123,PMC: 더 벙커,5.32
3564,20190123,혈투,5.25
3565,20190124,그린 북,9.66
3566,20190124,언더독,9.48
3567,20190124,보헤미안 랩소디,9.46
3568,20190124,폴란드로 간 아이들,9.41
3569,20190124,쉰들러 리스트,9.34
3570,20190124,스파이더맨: 뉴 유니버스,9.26
3571,20190124,어느 가족,9.23
3572,20190124,러빙 빈센트,9.21
3573,20190124,라디오 스타,9.19
3574,20190124,바울,9.18
3575,20190124,극장판 공룡메카드: 타이니소어의 섬,9.17
3576,20190124,점박이 한반도의 공룡2 : 새로운 낙원,9.17
3577,20190124,스타 이즈 본,9.15
3578,20190124,인생 후르츠,9.15
3579,20190124,로마,9.11
3580,20190124,미쓰백,9.11
3581,20190124,말모이,9.04
3582,20190124,극장판 포켓몬스터 모두의 이야기,9.04
3583,20190124,왕의 남자,9.03
3584,20190124,극한직업,8.99
3585,20190124,주먹왕 랄프 2: 인터넷 속으로,8.77
3586,20190124,내안의 그놈,8.69
3587,20190124,영주,8.43
3588,20190124,스윙키즈,8.42
3589,20190124,아쿠아맨,8.39
3590,20190124,국가부도의 날,8.17
3591,20190124,B급 며느리,8.12
3592,20190124,범블비,8.12
3593,20190124,박열,8.09
3594,20190124,죄 많은 소녀,8.05
3595,20190124,그대 이름은 장미,7.88
3596,20190124,사울의 아들,7.83
3597,20190124,글래스,7.7
3598,20190124,군산: 거위를 노래하다,6.9
3599,20190124,마약왕,6.5
3600,20190124,도어락,6.25
3601,20190124,미래의 미라이,6.11
3602,20190124,언니,5.74
3603,20190124,PMC: 더 벙커,5.3
3604,20190124,혈투,5.25
3605,20190125,그린 북,9.66
3606,20190125,언더독,9.48
3607,20190125,보헤미안 랩소디,9.46
3608,20190125,폴란드로 간 아이들,9.41
3609,20190125,쉰들러 리스트,9.34
3610,20190125,스파이더맨: 뉴 유니버스,9.26
3611,20190125,어느 가족,9.23
3612,20190125,러빙 빈센트,9.21
3613,20190125,라디오 스타,9.19
3614,20190125,바울,9.18
3615,20190125,극장판 공룡메카드: 타이니소어의 섬,9.17
3616,20190125,점박이 한반도의 공룡2 : 새로운 낙원,9.17
3617,20190125,스타 이즈 본,9.15
3618,20190125,인생 후르츠,9.15
3619,20190125,로마,9.11
3620,20190125,미쓰백,9.11
3621,20190125,말모이,9.04
3622,20190125,극장판 포켓몬스터 모두의 이야기,9.04
3623,20190125,왕의 남자,9.03
3624,20190125,극한직업,8.99
3625,20190125,주먹왕 랄프 2: 인터넷 속으로,8.77
3626,20190125,내안의 그놈,8.69
3627,20190125,영주,8.43
3628,20190125,스윙키즈,8.42
3629,20190125,아쿠아맨,8.39
3630,20190125,국가부도의 날,8.17
3631,20190125,B급 며느리,8.12
3632,20190125,범블비,8.12
3633,20190125,박열,8.09
3634,20190125,죄 많은 소녀,8.05
3635,20190125,그대 이름은 장미,7.88
3636,20190125,사울의 아들,7.83
3637,20190125,글래스,7.7
3638,20190125,군산: 거위를 노래하다,6.9
3639,20190125,마약왕,6.5
3640,20190125,도어락,6.25
3641,20190125,미래의 미라이,6.11
3642,20190125,언니,5.74
3643,20190125,PMC: 더 벙커,5.3
3644,20190125,혈투,5.25
